ticker|R1|R3|R5|R10
FHITX|0.98|5.75|12.63|6.26
FHNIX|5.38|7.44|13.79|6.94
FALAX|21.21|13.40|23.98|7.39
FALHX|22.59|13.98|24.33|7.21
FLCCX|26.71|14.79|24.53|7.23
FALGX|23.82|14.00|24.25|7.40
FALIX|29.05|16.04|25.87|8.40
FLSAX|16.34|12.12|24.84|9.86
FLCBX|17.43|12.66|25.16|9.62
FLSCX|21.52|13.52|25.40|9.70
FLSTX|18.81|12.75|25.14|9.84
FZAKX|23.63|14.42|26.37|10.53
FLVIX|23.73|14.67|26.68|10.82
FIIAX|16.39|7.73|18.40|
FIIBX|17.49|8.19|18.68|
FIICX|21.55|9.08|18.93|
FITIX|18.92|8.37|18.70|
FZAMX|23.67|9.93|19.85|
FIIMX|23.82|10.15|20.10|
FAOFX||||
FSSFX||||
FSCDX|17.33|7.77|14.68|8.21
FSCBX|18.47|8.21|14.93|8.01
FSCEX|22.58|9.11|15.19|8.04
FSCTX|19.86|8.41|14.98|8.25
FZAOX|24.69|9.97|16.09|8.87
FSCIX|24.85|10.26|16.39|9.20
FSSMX|21.83|12.96|22.08|6.26
FMCDX|14.59|11.03|21.21|6.30
FMCBX|15.54|11.55|21.50|6.09
FMCEX|19.68|12.42|21.75|6.14
FMCAX|17.04|11.68|21.55|6.36
FMCCX|21.86|13.57|23.01|7.28
FAVFX|18.09|11.26|22.59|7.38
FBVFX|19.39|11.83|22.97|7.21
FCVFX|23.32|12.63|23.12|7.20
FTVFX|20.58|11.87|22.87|7.36
FVIFX|25.67|13.79|24.41|8.29
FSOAX|12.16|10.26|24.56|6.01
FASBX|13.06|10.78|24.93|5.81
FVCSX|17.14|11.62|25.12|5.83
FASPX|14.61|10.93|24.94|6.06
FASOX|19.33|12.79|26.45|7.00
FVSKX|19.51|12.99|26.68|6.85
FSLSX|19.36|12.80|26.42|6.94
FJRLX|0.85|3.60|6.94|4.06
FDIAX|-2.18|2.39|6.08|3.52
FIBBX|-3.10|2.29|5.93|3.06
FNBCX|-1.25|2.56|5.87|3.01
FTBRX|-2.16|2.41|6.11|3.52
EFIPX|0.84|3.60|6.94|4.06
FMGAX|-3.95|1.72|4.11|3.14
FMSBX|-5.57|1.44|3.91|2.84
FOMCX|-1.65|2.35|4.21|2.78
FMSAX|-3.94|1.73|4.13|3.13
FMSCX|0.25|3.39|5.27|3.84
FAMUX|-5.36|4.53|4.85|3.66
FAIBX|-6.74|4.33|4.67|3.37
FAMCX|-3.11|5.14|4.89|3.27
FAHIX|-5.28|4.54|4.85|3.64
FMPIX|-1.19|6.18|5.95|4.30
FSFAX|-0.82|0.93|2.62|2.03
FBSFX|-3.10|0.26|2.05|1.37
FSFCX|-1.21|0.57|2.05|1.34
FASFX|-0.71|0.93|2.61|2.04
FSXIX|0.99|1.62|3.06|2.38
FSTAX|-3.51|3.27|9.81|6.06
FSINX|-4.98|3.03|9.67|5.72
FSRCX|-1.19|3.89|9.90|5.67
FSIAX|-3.43|3.28|9.82|6.05
FSRIX|0.81|4.92|10.98|6.72
FMSFX|0.31|3.44|5.33|3.90
FFXSX|0.19|1.21|1.88|3.01
FBTAX|61.18|40.68|27.87|13.94
FBTBX|64.69|41.89|28.25|13.76
FBTCX|68.71|42.43|28.42|13.77
FBTTX|64.50|41.38|28.09|13.90
FBTIX|71.51|43.93|29.78|14.99
FDMAX|14.17|-0.09|19.38|3.20
FDMBX|15.26|0.13|19.71|3.03
FDMCX|19.40|1.15|19.91|3.03
FDMTX|16.67|0.45|19.65|3.18
FDMIX|21.55|2.14|21.08|4.07
FCNAX|17.55|14.21|23.72|7.10
FCIBX|18.67|14.83|24.06|6.92
FCECX|22.79|15.67|24.29|6.95
FACPX|19.99|14.78|23.95|7.08
FCNIX|25.06|16.87|25.59|8.04
FELAX|23.40|4.32|22.12|2.51
FELBX|24.98|4.67|22.49|2.35
FELCX|29.01|5.58|22.64|2.36
FELTX|26.02|4.87|22.36|2.50
FELIX|31.26|6.65|23.86|3.40
FANAX|2.17|0.49|13.69|10.40
FANRX|2.56|0.74|13.94|10.22
FNRCX|6.63|1.74|14.21|10.25
FAGNX|4.40|1.07|13.99|10.43
FANIX|8.72|2.80|15.39|11.40
FAFDX|12.86|6.99|14.54|-0.96
FAFBX|13.79|7.45|14.79|-1.12
FAFCX|17.82|8.30|15.03|-1.09
FAFSX|15.19|7.56|14.77|-0.97
FFSIX|20.12|9.49|16.25|-0.04
FACDX|47.64|25.07|25.42|11.46
FAHTX|50.37|25.94|25.78|11.28
FHCCX|54.52|26.66|25.99|11.32
FACTX|50.77|25.75|25.70|11.45
FHCIX|57.07|27.93|27.27|12.48
FCLAX|19.01|11.36|23.72|11.39
FCLBX|20.26|11.87|24.05|11.17
FCLCX|24.32|12.74|24.27|11.22
FCLTX|21.54|11.96|24.00|11.38
FCLIX|26.63|13.90|25.56|12.37
FHEAX|-4.12|6.77|22.16|8.23
FHEBX|-3.91|7.23|22.51|8.04
FHECX|0.07|8.10|22.69|8.06
FHETX|-2.03|7.36|22.43|8.21
FHEIX|2.00|9.18|23.92|9.18
FADTX|21.42|7.67|26.78|7.00
FABTX|22.83|8.15|27.18|6.84
FTHCX|26.88|9.01|27.35|6.85
FATEX|24.01|8.25|27.06|6.99
FATIX|29.23|10.18|28.68|8.00
FUGAX|10.14|11.34|12.38|9.20
FAUBX|10.93|11.92|12.59|9.03
FUGCX|15.07|12.75|12.87|9.07
FAUFX|12.47|11.94|12.59|9.18
FUGIX|17.27|13.91|14.02|10.21
FDVAX|9.44|5.17|12.79|5.16
FDIBX|10.18|5.53|13.01|4.92
FADCX|14.27|6.47|13.29|4.98
FADIX|11.81|5.73|13.06|5.15
FZABX|16.39|7.35|14.18|5.80
FDVIX|16.46|7.60|14.48|6.09
FEAAX|-8.40|-2.21|16.41|11.35
FERBX|-8.19|-1.95|16.66|11.15
FERCX|-4.44|-1.00|16.92|11.18
FEATX|-6.49|-1.73|16.62|11.31
FERIX|-2.54|0.04|18.14|12.32
FAMKX|-10.14|-5.57|12.96|
FBMKX|-10.11|-5.37|13.22|
FMCKX|-6.34|-4.42|13.46|
FTMKX|-8.24|-5.06|13.22|
FZAEX|-4.47|-3.63|14.35|
FIMKX|-4.38|-3.38|14.69|
FMKAX|-11.51|4.54|12.01|8.04
FBEMX|-12.86|4.30|11.89|7.73
FMKCX|-9.41|5.17|12.08|7.64
FAEMX|-11.55|4.49|11.99|8.00
FMKIX|-7.56|6.26|13.23|8.75
FAEAX|8.26|4.56|13.47|5.46
FBEAX|9.06|4.98|13.73|5.33
FCEAX|13.14|5.89|13.99|5.31
FAECX|10.68|5.14|13.74|5.46
FIEAX|15.19|6.93|15.12|6.38
FGEAX|17.02|4.96|17.18|4.44
FGEBX|18.16|5.35|17.46|4.28
FEUCX|22.20|6.22|17.67|4.28
FGETX|19.42|5.47|17.40|4.42
FEUIX|24.59|7.43|18.95|5.36
FBLYX|8.91|||
FGTNX|13.75|||
FGABX|11.34|||
FBUSX|15.90|||
FCPAX|5.27|6.27|19.07|4.62
FCPBX|5.71|6.70|19.35|4.42
FCPCX|9.84|7.57|19.57|4.46
FIATX|7.45|6.81|19.31|4.61
FCPIX|11.88|8.66|20.77|5.53
FAOAX|12.06|4.63|13.33|5.19
FAOBX|12.98|5.02|13.57|5.00
FAOCX|16.98|5.91|13.82|5.02
FAERX|14.53|5.28|13.67|5.26
FAOIX|19.30|7.10|15.07|6.18
FVLAX|14.09|7.59|14.87|3.65
FVLBX|15.09|8.06|15.14|3.48
FVLCX|19.16|8.93|15.36|3.48
FVLIX|21.41|10.10|16.56|4.54
FVLTX|16.50|8.16|15.12|3.64
FEHPX|5.02|||
FMJRX|5.02|||
FMJSX|4.78|||
FEMPX|6.77|||
FMJTX|6.77|||
FMJUX|6.52|||
FEJPX|7.17|||
FMJVX|7.17|||
FMJWX|6.83|||
FEKPX|7.72|||
FMJYX|7.62|||
FMJZX|7.37|||
FEDPX|9.74|||
FMJAX|9.74|||
FMJBX|9.49|||
FECPX|10.07|||
FMJIX|10.07|||
FMJJX|9.82|||
FENPX|11.83|||
FMJCX|11.83|||
FMJEX|11.47|||
FEWPX|12.04|||
FJMVX|11.94|||
FMJKX|11.69|||
FEZPX|12.41|||
FMJFX|12.41|||
FMJGX|12.15|||
FEYPX|12.54|||
FMJLX|12.45|||
FMJMX|12.09|||
FESPX|13.11|||
FMJNX|13.11|||
FMJOX|12.95|||
FEBPX|3.16|||
FMJPX|3.16|||
FMJQX|2.93|||
FSPXX||||
FSBXX||||
FSSXX||||
FCFXX||||
FCMAX|-4.32|5.24|4.94|3.69
FCMBX|-5.74|5.15|4.83|3.40
FCMKX|-2.06|5.88|5.01|3.28
FCMTX|-4.27|5.27|4.96|3.65
FCMQX|-0.11|6.95|6.06|4.32
FCSTX|0.95|2.85|2.90|
FCTFX|-0.03|7.01|6.10|4.37
FMAMX|16.75|10.33|17.84|6.03
FHRLX|17.90|10.87|18.14|5.86
FLACX|20.50|-1.18|14.67|15.16
FSJHX|19.24|10.93|18.10|6.01
FZAPX|24.40|12.89|19.59|6.95
FBRNX|24.25|12.83|19.56|6.93
FCDAX|18.49|10.74|21.58|6.72
FCDBX|19.74|11.28|21.90|6.54
FCDCX|23.75|12.10|22.10|6.55
FCDTX|20.95|11.30|21.83|6.68
FCDIX|26.08|13.36|23.49|7.70
FDCAX|29.15|16.48|23.12|8.09
FCAKX|29.34|16.66|23.33|8.20
FDEQX|25.88|13.07|15.89|6.17
FDEKX|26.04|13.22|16.08|6.27
FTQGX|32.07|16.88|22.41|11.06
FDSSX|24.31|12.86|19.58|6.94
FSSKX|24.43|13.01|19.76|7.04
FDSCX|26.08|13.28|23.39|7.64
FDVLX|25.98|14.10|24.76|8.66
FVLKX|26.15|14.26|24.96|8.77
FTAWX|-2.01|2.29|6.96|4.02
FTBWX|-1.88|2.56|7.07|3.82
FTCWX|2.15|3.53|7.42|3.84
FTDWX|-0.01|2.81|7.19|3.99
FTIWX|4.17|4.58|8.52|4.92
FTAAX|-0.26|3.32|8.87|
FTBNX|0.03|3.65|9.07|
FCANX|4.11|4.61|9.36|
FTTNX|1.94|3.91|9.15|
FTINX|6.21|5.64|10.46|
FFNAX|1.67|4.20|10.35|
FFNBX|2.11|4.57|10.56|
FFNCX|6.12|5.48|10.83|
FFNTX|3.84|4.74|10.58|
FFNIX|8.14|6.54|11.95|
FFAMX|3.49|4.82|12.12|4.43
FFBMX|3.92|5.23|12.32|4.24
FFCMX|7.94|6.11|12.58|4.26
FFTMX|5.64|5.40|12.37|4.42
FFIMX|10.08|7.20|13.77|5.34
FSAAX|5.25|5.45|13.22|
FSABX|5.77|5.84|13.48|
FSCNX|9.85|6.74|13.73|
FSATX|7.45|6.02|13.50|
FSNIX|11.96|7.84|14.87|
FAASX|7.01|6.01|14.56|4.50
FBASX|7.58|6.35|14.77|4.30
FCASX|11.68|7.32|15.08|4.34
FTASX|9.28|6.58|14.80|4.48
FAAIX|13.83|8.45|16.26|5.41
FEYAX|10.02|6.93|16.18|5.64
FEYBX|10.77|7.32|16.39|5.44
FEYCX|14.88|8.22|16.66|5.46
FEYTX|12.38|7.48|16.41|5.61
FEYIX|17.06|9.36|17.90|6.58
FGLAX|5.74|5.03|11.46|6.71
FGLBX|6.30|5.41|11.66|6.53
FGLCX|10.27|6.27|11.92|6.53
FGLTX|8.00|5.61|11.72|6.70
FGLIX|12.46|7.42|13.11|7.63
FASIX|4.29|4.64|8.56|4.93
FTANX|6.25|5.70|10.50|
FFANX|8.20|6.59|11.98|
FASMX|10.11|7.25|13.78|5.35
FSANX|11.98|7.88|14.91|
FASGX|13.89|8.47|16.29|5.42
FAMRX|17.04|9.37|17.88|6.54
FGBLX|12.50|7.45|13.12|7.64
FBMAX|24.09|12.68|21.67|
FIGXX||||
FCVXX||||
FCGXX||||
FGEXX||||
FMMXX||||
FMPXX||||
FCIXX||||
FCOXX||||
FNSXX||||
FMYXX||||
FIDXX||||
FDOXX||||
FCDXX||||
FDVXX||||
FIPXX||||
FDIXX||||
FTCXX||||
FEXXX||||
FETXX||||
FSXXX||||
FSIXX||||
FOXXX||||
FOIXX||||
FOPXX||||
FTYXX||||
FISXX||||
FCEXX||||
FCSXX||||
FTVXX||||
FTUXX||||
FIENX|13.28|6.61|13.97|
FLCEX|23.48|15.03|18.57|
FLGEX|24.98|14.78|20.12|
FLVEX|21.64|15.09|17.82|
FMEIX|26.44|15.05|22.90|
FCPEX|25.65|16.47|22.27|
FARNX||||
FCHSX||||
FATJX||||
FJPDX||||
FMRMX||||
FMCSX|29.13|14.94|24.92|9.08
FKMCX|29.29|15.11|25.13|9.19
FNCMX|31.97|16.17|23.82|7.88
ONEQ||||
FOHIX|19.58|13.33|17.64|
FOHJX|19.47|13.30|17.62|
FJACX||||
FJAKX||||
FSCRX|21.81|17.38|29.01|11.82
FSLCX|18.65|5.03|20.80|7.08
FLCSX|28.63|15.84|25.73|7.95
FUSVX|21.47|13.88|19.16|6.79
FXAIX|21.51|13.91|19.17|6.79
FXSIX|21.48|13.89|19.15|6.78
FUSEX|21.39|13.83|19.12|6.76
FSEVX|26.80|15.03|24.04|9.78
FSMAX|26.82|15.05|24.03|9.77
FSEMX|26.76|15.01|24.01|9.75
FSIVX|11.56|5.86|14.04|6.31
FSPSX|11.63|5.90|14.05|6.30
FSPNX|11.65|5.90|14.04|6.30
FSIIX|11.47|5.80|13.98|6.27
FFSMX|22.48|14.13|20.08|7.46
FSTVX|22.46|14.12|20.08|7.47
FSKAX|22.49|14.13|20.07|7.45
FSKTX|22.48|14.12|20.06|7.45
FSTMX|22.41|14.08|20.04|7.44
FCNTX|26.22|14.82|19.52|9.96
FNIAX|18.93|12.07|17.54|9.27
FNIBX|20.16|12.61|17.79|9.04
FNICX|24.24|13.46|18.07|9.11
FNITX|21.49|12.69|17.81|9.28
FZANX|26.40|14.38|18.99|9.94
FINSX|26.50|14.61|19.25|10.23
FAMGX|33.13|||
FVWSX|33.14|||
FWWEX|33.29|||
FCNKX|26.37|14.95|19.67|10.04
FCMXX||||
FSJXX||||
FSKXX||||
FNNXX||||
FNJXX||||
FICNX|-1.02|4.65|4.45|3.79
FNJHX|-1.46|5.30|4.86|4.03
FDIS|-4.00|-5.81|-5.73|
FSTA|-4.00|-5.26|-5.26|
FENY|-4.00|-6.29|-6.13|
FNCL|-4.00|-3.15|-3.04|
FHLC|-4.00|1.50|1.75|
FIDU|-4.00|-4.41|-4.40|
FTEC|-4.00|-2.25|-2.26|
FMAT|-4.00|-4.35|-4.33|
FCOM|-4.00|-2.22|-2.60|
FUTY|-4.00|2.61|2.68|
FDTTX|15.50|9.64|17.42|5.38
FDEBX|16.45|9.93|17.50|5.10
FDECX|20.42|10.75|17.72|5.12
FDETX|22.93|12.18|19.23|6.44
FDTZX|17.66|9.94|17.41|5.23
FDEIX|22.69|11.93|18.97|6.26
FDTOX|15.95|12.14|23.03|6.26
FDTBX|16.83|12.52|23.14|6.04
FDTCX|20.87|13.30|23.33|6.05
FDESX|23.41|14.75|24.93|7.36
FDTEX|18.16|12.51|23.06|6.19
FZACX|23.38|14.74|24.93|7.36
FDTIX|23.18|14.50|24.62|7.17
FMPAX|16.58|12.18|21.97|8.58
FMPBX|17.70|12.76|22.29|8.42
FMPEX|21.77|13.54|22.47|8.41
FMPTX|19.00|12.76|22.22|8.56
FMPOX|23.98|14.71|23.73|9.50
FLMLX|16.44|||
FMMLX|18.79|||
FLUAX|13.11|10.72|14.60|5.04
FLUBX|13.94|11.24|14.83|4.84
FLUEX|17.94|12.06|15.09|4.88
FLUTX|15.36|11.25|14.79|4.99
FLUIX|20.25|13.22|16.27|5.94
FEQIX|16.74|10.21|18.22|5.43
FEIKX|16.91|10.37|18.40|5.53
FSMVX|24.08|14.76|23.76|9.52
FSAEX|24.13|12.98|20.06|
FSFFX|24.37|13.21|20.28|
FNKLX|16.57|||
FRLLX|16.75|||
FBLEX|18.81|||
FRGEX|19.09|||
FSLVX|20.31|13.26|16.31|5.96
FIUIX|17.66|14.03|15.49|9.20
FACVX|11.91|6.77|20.37|6.99
FCBVX|12.76|7.13|20.61|6.79
FCCVX|16.86|8.06|20.85|6.81
FTCVX|14.25|7.28|20.60|6.96
FICVX|19.03|9.16|22.12|7.90
FCVSX|19.04|9.19|22.14|7.92
FEQTX|17.08|10.16|17.47|4.66
FETKX|17.17|10.29|17.63|4.75
FDFFX|34.21|14.58|22.99|9.06
FDFKX|34.31|14.71|23.16|9.14
FGTAX|14.43|12.12|18.57|6.04
FGRBX|15.43|12.66|18.83|5.85
FGRCX|19.48|13.49|19.05|5.86
FTGRX|16.90|12.67|18.81|6.01
FZALX|21.79|14.68|20.32|6.97
FTRIX|21.71|14.62|20.26|6.95
FMALX|20.67|||
FFTYX|31.85|16.21|22.52|6.81
FFIDX|19.33|11.80|17.78|6.54
FFDKX|19.49|11.97|17.96|6.64
FDSVX|31.96|15.23|22.06|8.11
FGDKX|32.20|15.44|22.29|8.23
FGRTX|21.68|14.64|20.30|6.96
FEDCX|-5.14|||
FEDFX|-5.03|||
FGLGX|20.51|||
FTBTX|20.78|||
SPAXX||||
SPRXX||||
FLTXX||||
FDLXX||||
FVIAX|-4.72|1.38|2.28|3.57
FVIBX|-6.37|1.10|2.06|3.27
FVICX|-2.48|2.04|2.36|3.22
FVITX|-4.70|1.43|2.30|3.58
FVIIX|-0.48|3.07|3.38|4.26
FRJAX|-3.19|1.37|6.65|
FRJCX|0.97|2.62|7.12|
FRJTX|-1.12|1.91|6.88|
FRJIX|2.96|3.64|8.19|
FRKAX|-1.10|2.56|8.16|
FRKCX|3.16|3.82|8.63|
FRKTX|1.01|3.11|8.40|
FRKIX|5.18|4.86|9.72|
FILAX|0.58|3.43|9.25|
FILCX|4.93|4.70|9.72|
FILTX|2.73|3.99|9.50|
FILIX|6.98|5.76|10.83|
FRAMX|1.95|4.10|10.05|
FRCMX|6.37|5.38|10.52|
FRTMX|4.16|4.68|10.31|
FRIMX|8.44|6.43|11.63|
FRNAX|3.01|4.60|10.64|
FRNCX|7.48|5.89|11.12|
FRNTX|5.21|5.17|10.89|
FRNIX|9.56|6.95|12.24|
FIOAX|3.74|4.92|11.04|
FIOCX|8.24|6.23|11.54|
FIOTX|5.93|5.48|11.29|
FIOIX|10.33|7.28|12.65|
FARPX|4.26|5.16|11.37|
FCRPX|8.81|6.46|11.86|
FTRPX|6.50|5.73|11.62|
FRAPX|10.92|7.53|12.99|
FRQAX|4.67|5.35|11.67|
FRQCX|9.22|6.65|12.16|
FRQTX|6.89|5.92|11.92|
FRQIX|11.32|7.72|13.28|
FIARX|5.01|5.50|11.93|
FICRX|9.60|6.80|12.41|
FTIRX|7.26|6.07|12.17|
FIIRX|11.68|7.87|13.54|
FARSX|5.31|5.63|12.18|
FCRSX|9.91|6.93|12.67|
FTRSX|7.56|6.20|12.43|
FRASX|12.03|8.00|13.80|
FURAX|5.60|5.76|12.47|
FURCX|10.22|7.07|12.96|
FURTX|7.85|6.33|12.71|
FURIX|12.34|8.15|14.10|
FARVX|5.93|5.91|12.82|
FCRVX|10.56|7.21|13.31|
FTRVX|8.20|6.47|13.07|
FIIVX|12.67|8.29|14.45|
FARWX|6.36|6.14|13.19|
FCRWX|10.98|7.44|13.68|
FTRWX|8.60|6.70|13.43|
FIIWX|13.12|8.51|14.82|
FARFX|6.82|6.38|13.45|
FCRFX|11.48|7.69|13.94|
FITTX|9.10|6.95|13.71|
FIRFX|13.63|8.77|15.09|
FEPAX|-3.45|2.81|6.78|4.44
FBEPX|-4.98|2.57|6.60|4.11
FCEPX|-1.15|3.47|6.88|4.07
FEPTX|-3.45|2.84|6.78|4.40
FTBFX|0.89|4.58|8.02|5.19
FEPIX|0.84|4.51|7.95|5.13
FUBAX|-1.29|-0.02|0.37|-0.39
FTUSX|-1.33|-0.11|0.33|-0.41
FUBIX|0.39|0.62|0.83|-0.07
FGMNX|0.21|3.49|4.87|4.86
FGOVX|-0.43|3.10|3.43|4.30
FIRJX|2.98|3.64|8.19|
FIRKX|5.20|4.87|9.72|
FIRLX|6.98|5.76|10.83|
FIRMX|8.46|6.44|11.64|
FIRNX|9.56|6.96|12.24|
FIROX|10.33|7.27|12.65|
FIRPX|10.92|7.53|12.99|
FIRQX|11.32|7.72|13.28|
FIRRX|11.68|7.87|13.54|
FIRSX|12.01|8.01|13.80|
FIRUX|12.32|8.14|14.09|
FIRVX|12.69|8.29|14.45|
FIRWX|13.10|8.51|14.82|
FIXRX|13.62|8.78|15.09|
FUSFX|0.41|0.64|0.87|-0.03
FSTGX|-0.03|2.35|2.73|3.75
FACNX|-1.85|-2.29|10.71|7.98
FBCNX|-1.66|-2.11|10.91|7.79
FCCNX|2.40|-1.08|11.20|7.81
FTCNX|0.22|-1.80|10.92|7.95
FICCX|4.49|-0.03|12.37|8.92
FHKAX|6.79|2.15|18.09|10.28
FHKBX|7.46|2.47|18.40|10.10
FCHKX|11.50|3.42|18.61|10.11
FHKTX|9.02|2.67|18.32|10.25
FHKIX|13.75|4.55|19.87|11.26
FMEAX|-9.75|-1.32|15.15|
FEMBX|-9.68|-1.10|15.38|
FEMCX|-6.03|-0.12|15.59|
FEMTX|-7.88|-0.83|15.34|
FIEMX|-3.97|0.98|16.83|
FEDAX|-13.69|||
FEDGX|-9.94|||
FEDTX|-11.85|||
FEDIX|-8.12|||
FFGAX|-15.17|-9.22||
FFGBX|-15.13|-9.04||
FCGCX|-11.59|-8.11||
FFGIX|-9.76|-7.14||
FFGTX|-13.42|-8.76||
FAIDX|7.73|4.51|13.05|6.25
FADDX|8.43|4.89|13.27|6.02
FCADX|12.47|5.80|13.53|6.06
FIADX|14.70|6.96|14.78|7.23
FTADX|10.06|5.08|13.29|6.19
FZAIX|14.81|6.99|14.76|7.19
FIAGX|3.77|6.08|15.60|
FBIGX|4.34|6.52|15.90|
FIGCX|8.37|7.38|16.13|
FIIIX|10.52|8.50|17.27|
FITGX|6.00|6.64|15.88|
FZAJX|10.35|8.27|17.02|
FIASX|18.95|6.90|19.14|9.35
FIBSX|20.22|7.35|19.48|9.15
FICSX|24.27|8.24|19.69|9.19
FIXIX|26.69|9.45|20.98|10.37
FTISX|21.42|7.46|19.41|9.32
FOPAX|12.74|9.04|20.17|
FOPBX|13.76|9.58|20.52|
FOPCX|17.77|10.38|20.71|
FOPTX|15.13|9.60|20.43|
FOPIX|19.93|11.53|21.95|
FIVMX|4.90|1.19|12.09|
FIVNX|5.37|1.47|12.35|
FIVOX|9.41|2.40|12.56|
FIVPX|7.04|1.68|12.30|
FIVQX|11.56|3.54|13.84|
FPJAX|7.79|0.50|8.08|2.09
FJPBX|8.43|0.75|8.27|1.93
FJPCX|12.51|1.76|8.58|1.94
FJPTX|9.92|0.99|8.31|2.07
FJPIX|14.71|2.87|9.73|2.99
FLFAX|-31.98|-13.81|6.54|10.52
FLFBX|-31.31|-13.41|6.70|10.35
FLFCX|-28.93|-12.74|7.01|10.35
FLFTX|-30.51|-13.34|6.77|10.50
FLFIX|-27.55|-11.80|8.13|11.48
FTEDX|-11.76|||
FTEFX|-7.91|||
FTEHX|-9.88|||
FTEJX|-6.09|||
FTAEX|-0.58|2.17|13.63|
FTBEX|-0.33|2.47|13.88|
FTCEX|3.53|3.41|14.07|
FTEIX|5.68|4.44|15.25|
FTTEX|1.50|2.69|13.88|
FWAFX|16.19|9.66|17.19|7.42
FWBFX|17.30|10.19|17.49|7.25
FWCFX|21.40|11.04|17.72|7.26
FWTFX|18.65|10.23|17.44|7.40
FWIFX|23.61|12.16|18.92|8.34
FICDX|4.49|-0.03|12.38|8.93
FHKCX|13.70|4.52|19.86|11.25
FDIVX|15.36|6.81|14.66|6.69
FDIKX|15.51|6.97|14.87|6.80
FSEAX|-2.65|0.03|13.36|9.60
FEMEX|-4.08|0.89|16.76|
FEDDX|-8.21|||
FEMKX|-4.32|-3.35|14.77|8.99
FKEMX|-4.11|-3.15|15.05|9.13
FECAX|15.73|7.34|15.33|6.91
FIEUX|15.89|7.46|15.44|8.00
FFGCX|-9.82|-7.20||
FGILX|16.06|||
FIVFX|11.94|8.67|20.63|5.48
FIGRX|14.71|6.96|14.74|7.18
FIDKX|14.91|7.14|14.96|7.30
FIGFX|10.55|8.49|17.29|
FISMX|26.56|9.34|20.88|10.31
FSCOX|19.96|11.50|21.90|
FIVLX|11.65|3.53|13.77|
FJPNX|14.70|2.84|9.71|2.98
FJSCX|38.26|13.43|17.56|4.31
FLATX|-27.57|-11.79|8.14|11.49
FNORX|33.71|11.43|23.57|10.94
FOSFX|17.36|7.99|13.91|5.76
FOSKX|17.57|8.17|14.11|5.87
FPBFX|17.30|7.01|23.37|9.46
FEMSX|-5.72|-2.36|15.56|
FEMFX|-5.51|-2.18|15.78|
FIGSX|10.26|8.18||
FFIGX|10.48|8.40||
FSTSX|19.39|10.85||
FFSTX|19.58|11.08||
FINVX|11.65|3.68||
FFVNX|11.80|3.90||
FTEMX|-6.03|||
FTIEX|5.72|4.49|15.28|
FWWFX|23.67|12.21|18.96|8.36
FMAGX|26.33|10.88|18.91|4.81
FMGKX|26.47|11.02|19.07|4.90
FMSXX||||
FMAXX||||
FMHXX||||
FDMMX|-1.71|5.43|5.34|4.19
FDMXX||||
FGMXX||||
FRTXX||||
FDGRX|32.02|17.17|23.78|10.36
FGCKX|32.16|17.32|23.96|10.45
FDEGX|25.63|10.24|20.22|6.20
FAGKX|25.92|10.49|20.51|6.34
FMILX|29.04|16.35|24.33|8.93
FCGSX||||
FFGSX||||
FMIXX||||
FOMXX||||
FPTXX||||
FSTFX|0.67|2.49|2.61|2.83
FASHX|-2.40|1.26|1.75|2.30
FBSHX|-3.24|1.22|1.66|1.88
FCSHX|-1.37|1.42|1.54|1.77
FTSHX|-2.36|1.26|1.76|2.27
FISHX|0.61|2.46|2.58|2.80
FCRDX||||
FMNDX||||
FMHTX|-1.40|4.79|4.50|3.94
FIMIX|-0.70|4.58|4.38|3.83
FHIGX|-1.24|6.09|5.84|4.31
FOHFX|-1.39|5.24|4.94|4.11
FPXTX|-0.85|5.46|4.98|4.08
FSNXX||||
FNKXX||||
FNOXX||||
FNYXX||||
FNMAX|-5.74|3.45|3.88|3.39
FNYBX|-7.17|3.27|3.73|3.10
FNYCX|-3.50|4.07|3.93|3.00
FNYPX|-5.69|3.49|3.91|3.39
FEMIX|-1.58|5.12|4.98|4.03
FTFMX|-1.51|5.15|5.04|4.07
FTBXX||||
FLFXX||||
FPRXX||||
FDAXX||||
FERXX||||
FDEXX||||
FMOXX||||
FDBXX||||
FDCXX||||
FSRXX||||
FDUXX||||
FFNOX|16.10|10.48|16.19|6.58
FCSSX|-11.99|-8.92||
FCSFX|-11.73|-8.72||
FDRXX||||
FGRXX||||
FBALX|15.33|10.26|15.63|7.17
FBAKX|15.45|10.40|15.77|7.26
FLPSX|23.58|14.91|22.49|9.97
FLPKX|23.73|15.05|22.65|10.06
FPURX|15.91|10.38|15.60|6.78
FPUKX|16.05|10.50|15.76|6.86
FDMLX|24.67|||
FGLLX|24.93|||
FVDFX|23.91|13.58|19.78|7.90
FVDKX|24.13|13.79|20.03|8.01
FCSAX|22.14|12.44||
FPCIX|0.22|4.36|7.70|
FWHBX|0.06|||
FMAKX|0.16|||
FQANX|0.06|||
FQAOX|-0.19|||
FLAUX|20.80|||
FHJSX|20.90|||
FQAPX|20.80|||
FQAQX|20.51|||
FSAMX|-10.44|-2.52||
FLILX|-9.79|||
FSWPX|-9.79|||
FQAAX|-9.88|||
FQABX|-10.01|||
FSGFX|26.66|13.78||
FMELX|26.85|||
FFSPX|26.96|||
FQACX|26.86|||
FQAEX|26.55|||
FPIOX|7.17|7.62|17.02|
FSADX|7.27|||
