ticker|R1|R3|R5|R10
GSHIX|7.08|8.13|15.88|7.73
GSHSX|6.55|7.59|15.30|7.19
GHYAX|-8.55|6.44|8.87|2.36
GHYBX|-9.62|6.41|8.78|2.06
GHYCX|-5.87|7.29|9.06|2.06
GYIRX|-3.89|8.40|10.11|2.94
GHYIX|-4.06|8.40|10.22|3.18
GSBFX|4.48|8.05|13.61|5.97
GSBBX|4.74|8.45|13.83|5.78
GSBCX|8.73|9.27|14.05|5.78
GKIRX|10.86|10.38|15.07|6.64
GSBIX|11.05|10.55|15.37|7.10
GXIAX||||
GXICX||||
GXITX||||
GXIRX||||
GXIIX||||
GSAPX|-9.80|2.65|4.65|
GSCFX|-7.91|3.20|4.69|
GSTPX|-6.01|4.17|5.67|
GSRPX|-6.64|3.68|5.17|
GSIPX|-5.95|4.30|5.81|
GIDAX|1.90|0.88|10.01|
GIDCX|6.12|2.06|10.42|
GIRVX|8.10|3.09|11.44|
GIDHX|8.26|3.26|11.67|
GCIAX|6.69|1.76|11.19|5.01
GCIBX|7.06|1.96|11.35|4.83
GCICX|10.90|2.89|11.62|4.83
GCITX|13.04|3.92|12.74|5.76
GCIRX|12.51|3.47|12.22|5.36
GCIIX|13.18|4.09|12.91|6.04
GCISX|12.66|3.55|12.35|5.53
GIRAX|-6.04|2.84|13.20|
GIRCX|-2.38|4.07|13.65|
GIRTX|-0.34|5.10|14.76|
GIRIX|-0.10|5.23|14.86|
GISAX|13.49|6.77|18.54|6.67
GISBX|14.15|7.12|18.80|6.49
GISCX|18.11|8.00|19.02|6.49
GIRSX|20.31|9.04|20.12|7.38
GISIX|20.55|9.30|20.43|7.74
GISSX|19.93|8.71|19.78|7.19
GICAX|16.66|7.42|20.30|
GICCX|21.46|8.67|20.80|
GIRLX|23.76|9.75|21.88|
GICIX|23.90|9.92|22.16|
GSGAX|-2.81|5.00|8.67|4.12
GTIRX|1.22|6.53|9.62|4.58
GSGDX|1.32|6.70|9.84|4.89
GSCPX|1.42|6.74|9.91|4.94
GLCGX|19.15|13.39|18.32|4.93
GCLCX|20.14|13.94|18.57|4.72
GLCCX|24.13|14.71|18.78|4.72
GLCTX|26.44|15.84|19.97|5.69
GLCRX|25.80|15.29|19.35|5.27
GCGIX|26.63|16.02|20.16|5.96
GSCLX|26.01|15.45|19.55|5.45
GSLAX|13.49|8.99|14.81|5.83
GSVBX|14.15|9.36|15.00|5.64
GSVCX|18.14|10.19|15.22|5.63
GSVTX|20.28|11.30|16.37|6.59
GSVRX|19.74|10.75|15.82|6.17
GSLIX|20.48|11.47|16.55|6.85
GSVSX|19.90|10.91|15.97|6.32
GCVAX|15.13|12.45|16.55|5.22
GCVBX|15.87|12.95|16.79|5.02
GCVCX|19.91|13.71|16.99|5.03
GCVTX|22.14|14.85|18.17|5.98
GCVRX|21.53|14.31|17.61|5.56
GCVIX|22.36|15.04|18.35|6.25
GCLSX|21.74|14.43|17.74|5.71
GAMDX|-20.06|-1.75|6.75|
GCMDX|-17.71|-1.01|6.95|
GLIRX|-16.19|-0.02|7.90|
GIMDX|-16.01|0.11|8.10|
GCMAX|14.68|9.49|18.92|8.79
GCMBX|15.46|9.92|19.17|8.59
GCMCX|19.46|10.75|19.37|8.59
GCMTX|21.67|11.86|20.57|9.74
GCMRX|21.08|11.31|19.98|9.22
GSMCX|21.86|12.03|20.76|9.84
GSMSX|21.25|11.47|20.15|9.30
GLPAX||||
GLPCX||||
GLPIX||||
GLPRX||||
GMLPX||||
GHRAX||||
GHRCX||||
GHRNX||||
GHRRX||||
GHRIX||||
GSMIX|-6.69|4.98|6.14|3.50
GSMBX|-8.39|4.66|5.86|3.13
GSMUX|-4.70|5.56|6.18|3.12
GUIRX|-2.77|6.56|7.14|3.98
GSMTX|-2.74|6.71|7.32|4.26
GSMEX|-3.17|6.17|6.78|3.73
GSYAX|-12.48|||
GSYCX|-9.09|||
GSYRX|-7.24|||
GSYIX|-7.11|||
GREAX|-3.15|7.22|19.58|7.08
GREBX|-3.34|7.58|19.85|6.89
GRECX|0.72|8.45|20.03|6.89
GRETX|2.76|9.53|21.26|7.87
GRERX|2.20|9.03|20.66|7.44
GREIX|2.89|9.72|21.42|8.15
GRESX|2.39|9.14|20.82|7.58
GRPOX|-5.33|||
GRPCX|-3.40|||
GRIRX|-1.35|||
GRPPX|-1.94|||
GRIPX|-1.34|||
GSRAX|10.85|9.39|15.52|
GSRCX|15.46|10.79|16.23|
GSRRX|17.04|11.21|16.55|
GSRLX|17.81|11.98|17.34|
GSRIX|17.61|11.64|16.94|
GXSAX|-6.48|2.08|12.03|
GXSCX|-2.75|3.22|12.45|
GXSTX|-0.79|4.29|13.58|
GXSRX|-1.28|3.79|12.99|
GXSIX|-0.64|4.44|13.73|
GXSSX|-1.03|3.94|13.19|
GSSDX|-1.43|-0.08|1.07|2.59
GSDGX|-2.40|-0.36|0.88|2.18
GSDCX|-0.88|0.08|0.91|2.12
GTDTX|0.32|0.71|1.64|3.06
GSTGX|0.41|0.80|1.72|3.11
GSDSX|-0.09|0.30|1.23|2.60
GDIAX|-0.07|||
GDICX|0.40|||
GSSRX|1.71|||
GIFRX|2.14|-17.01||
GDFIX|1.90|||
GSDTX|-1.62|1.33|1.86|2.16
GSDBX|-2.69|0.88|1.54|1.68
GSTCX|-1.17|1.40|1.62|1.66
GDIRX|0.03|2.03|2.42|2.62
GSDUX|0.12|2.12|2.48|2.65
GSFSX|-0.28|1.62|1.99|2.15
GCSAX|16.00|10.99|20.46|5.08
GCSBX|16.88|11.47|20.71|4.89
GCSCX|20.86|12.24|20.91|4.89
GDSTX|22.98|13.36|22.10|5.84
GDSRX|22.46|12.83|21.54|5.43
GCSIX|23.23|13.53|22.28|6.10
GCSSX|22.60|12.98|21.67|5.56
GSAOX|19.13|13.94|22.82|
GSBOX|20.11|14.47|23.11|
GSCOX|24.08|15.24|23.27|
GSTOX|26.36|16.38|24.53|
GSROX|25.75|15.81|23.88|
GSIOX|26.56|16.57|24.70|
GSSMX|18.91|13.40|21.41|8.72
GSQBX|19.89|13.93|21.69|8.53
GSSCX|23.92|14.70|21.88|8.53
GSQTX|26.16|15.86|23.10|9.51
GSQRX|25.52|15.27|22.50|9.08
GSSIX|26.35|16.03|23.30|9.79
GSSSX|25.71|15.45|22.68|9.24
GSATX|13.13|9.47|19.25|
GSBTX|13.77|9.88|19.60|
GSCTX|17.80|10.70|19.68|
GTTTX|20.00|11.82|20.97|
GTTRX|19.37|11.27|20.29|
GSITX|20.15|12.00|21.17|
GMVAX||||
GMVCX||||
GMVIX||||
GMVRX||||
GSMVX||||
GSMAX|18.99|13.42|23.73|
GSMDX|20.01|13.97|24.06|
GSMGX|24.03|14.71|24.21|
GTMTX|26.20|15.86|25.46|
GTMRX|25.59|15.29|24.84|
GSMYX|26.45|16.05|25.63|
GSMQX|25.76|15.44|25.02|
GGRAX|16.58|11.74|18.12|5.45
GSWBX|17.36|12.24|18.39|5.26
GGRCX|21.44|13.01|18.58|5.26
GSTTX|23.62|14.09|19.74|6.17
GSTRX|23.16|13.65|19.24|5.82
GSTIX|23.84|14.30|19.92|6.47
GSTSX|23.26|13.83|19.37|6.02
GSZAX|0.23|3.59||
GSZCX|2.34|4.15||
GZIRX|4.39|5.18||
GSZRX|3.88|4.67||
GSZIX|4.49|5.27||
GSAKX|5.74|3.23|11.88|
GSBKX|6.16|3.48|12.05|
GSCKX|10.14|4.42|12.30|
GSTKX|12.20|5.48|13.54|
GSRKX|11.69|4.96|12.86|
GSIKX|12.40|5.61|13.58|
GATMX|5.76|3.04|11.49|
GCTMX|10.02|4.20|11.87|
GITRX|12.19|5.26|12.95|
GHTMX|12.42|5.43|13.20|
GCTAX|19.88|14.39|18.12|6.34
GCTBX|20.95|14.96|18.37|6.13
GCTCX|24.83|15.69|18.56|6.13
GQIRX|27.20|16.90|19.69|7.04
GCTIX|27.39|17.03|19.98|7.37
GCTSX|26.72|16.46|19.35|6.83
GITAX|18.08|8.59|21.83|9.07
GITBX|18.95|8.97|22.10|8.85
GITCX|22.95|9.80|22.28|8.86
GISTX|25.27|10.92|23.40|9.78
GITIX|25.44|11.09|23.71|10.13
GITSX|24.84|10.54|23.11|9.61
GSPAX|9.09|8.94|15.34|
GSPQX|13.54|10.18|15.74|
GVIRX|15.64|11.28|16.86|
GSPKX|15.71|11.44|17.08|
GAGVX|16.45|10.22||
GCGVX|21.34|11.47||
GIRGX|23.56|12.58||
GRGVX|23.00|12.03||
GINGX|23.79|12.78||
GSSQX|17.26|13.09|17.17|5.31
GSSBX|18.18|13.63|17.41|5.11
GSUSX|22.20|14.39|17.63|5.12
GSUTX|24.44|15.54|18.80|6.07
GSURX|23.79|14.96|18.22|5.65
GSELX|24.62|15.70|18.97|6.33
GSESX|23.97|15.14|18.39|5.80
GSUAX|-2.91|2.18|4.81|3.71
GGIRX|1.03|3.80|5.80|4.20
GSUIX|1.12|3.87|5.99|4.48
GSUPX|1.12|3.81|5.97|4.50
GWRAX|-7.95|||
GWRCX|-6.05|||
GWRRX|-4.04|||
GWCRX|-4.64|||
GWINX|-4.03|||
GMSAX|-12.43|||
GMSCX|-8.98|||
GFIRX|-7.13|||
GFFRX|-7.73|||
GMSSX|-7.02|||
GTEAX||||
GTEIX||||
GICFX|-0.57|3.30|6.63|3.97
GMCOX|-1.18|2.77|6.30|3.81
GILGX|24.86|11.88|19.13|4.99
GMLGX|24.16|11.26|18.73|4.82
GILVX|26.03|13.93|18.27|4.10
GMLVX|25.26|13.33|17.90|3.93
GIOEX|26.80|||
GMOPX|26.05|||
GISMX|24.57|13.93|21.37|7.02
GMSMX|23.81|13.35|21.00|6.85
GMTEX|-2.64|4.73|4.82|2.93
GIWEX|5.78|2.15|8.63|2.78
GMWEX|5.28|1.69|8.33|2.64
GIGLX|-7.45|||
GMGLX|-7.92|||
GIOFX|-1.06|||
GMIFX|-1.69|||
GIARX|-0.14|||
GPARX|-0.68|||
GIAMX|1.44|||
GPAMX|1.08|||
GIXFX|-1.00|||
GPIFX|-1.61|||
GPMIX|3.01|||
GISRX|11.65|||
GPSTX|10.96|||
GITTX|9.12|||
GPTCX|8.39|||
GITUX|8.07|||
GPTUX|7.41|||
MXPPX|18.65|10.92|18.56|7.03
MXEPX|18.57|10.85|18.47|6.93
MXAPX|18.79|11.10|18.75|7.19
MXGRX|20.54|||
MXAMX|28.94|15.76|28.05|8.37
MXMCX|29.18|16.03|28.35|8.63
MXBJX|-0.67|2.99|4.39|4.13
MXBIX|-0.40|3.25|4.65|4.39
MXVPX|5.15|5.32|9.45|5.27
MXIPX|5.10|5.23|9.36|5.17
MXCPX|5.32|5.49|9.63|5.42
MXFDX|-0.53|3.46|5.98|4.77
MXMVX|22.10|14.13|21.97|
MXINX|10.77|5.09||
MXSVX|26.31|14.32|22.40|
MXLTX|4.29|5.96||
MXLUX|4.15|5.83||
MXLQX|5.83|6.47||
MXLVX|6.03|6.74||
MXLWX|5.97|6.66||
MXLYX|7.74|7.38||
MXLZX|7.71|7.31||
MXALX|7.01|6.91||
MXBLX|6.83|6.79||
MXCDX|9.22|7.63||
MXCLX|9.41|7.87||
MXDLX|9.24|7.76||
MXELX|11.81|8.76||
MXFLX|11.69|8.65||
MXGLX|10.66|8.31||
MXHLX|10.49|8.19||
MXLRX|12.60|8.87||
MXILX|12.85|9.11||
MXJLX|12.76|9.01||
MXKLX|14.29|9.69||
MXLLX|14.21|9.56||
MXMLX|12.32|8.90||
MXNLX|12.16|8.80||
MXYLX|13.44|9.13||
MXOLX|13.66|9.37||
MXPLX|13.54|9.25||
MXQLX|14.30|9.58||
MXRLX|14.14|9.47||
MXSLX|12.18|8.80||
MXTLX|12.07|8.68||
MXZLX|12.96|8.88||
MXULX|13.28|9.17||
MXVLX|13.21|9.05||
MXWLX|13.80|9.35||
MXXLX|13.63|9.22||
MXLMX|6.60|9.03|15.11|8.19
MXLSX|22.61|13.33|20.64|9.22
MXIGX|8.02|6.74|15.07|7.78
MXMIX|15.90|11.31|18.19|5.97
MXIVX|16.18|11.59|18.48|6.23
MXOPX|10.84|7.78|13.13|6.55
MXGPX|10.74|7.66|13.02|6.44
MXMPX|10.95|7.91|13.29|6.70
MXRPX|13.41|8.98|15.31|6.92
MXFPX|13.16|8.85|15.19|6.81
MXBPX|13.46|9.10|15.46|7.07
MXTPX|7.94|6.54|11.20|6.09
MXHPX|7.82|6.41|11.09|5.97
MXDPX|8.17|6.69|11.38|6.24
MXMXX||||
MXLGX|23.36|10.27|17.10|8.32
MXQIX|19.95|||
MXHYX|6.52|7.59|15.91|6.15
MXREX|1.20|||
MXVJX|20.44|13.02|18.25|5.95
MXVIX|20.81|13.26|18.52|6.21
MXMDX|21.08|13.34||
MXNSX|27.41|15.93|22.80|9.07
MXISX|27.76|16.20|23.10|9.34
SFBPX|4.84|||
MXSBX|10.80|8.30||
MXSHX|10.68|8.20||
MXLDX|10.51|8.09||
MXSJX|9.83|7.59||
MXSKX|9.75|7.50||
MXLEX|9.47|7.32||
MXSMX|9.75|7.66||
MXSPX|9.66|7.56||
MXLFX|9.42|7.45||
MXSNX|10.80|7.67||
MXSOX|10.64|7.55||
MXLHX|10.53|7.43||
MXSQX|12.59|8.44||
MXASX|12.47|8.36||
MXLIX|12.31|8.33||
MXSRX|13.91|8.97||
MXSSX|13.86|8.87||
MXLJX|13.52|8.78||
MXDSX|14.46|9.22||
MXESX|14.35|9.13||
MXLKX|14.47|9.22||
MXSTX|14.49|9.17||
MXSWX|14.27|9.03||
MXLNX|14.37|9.16||
MXFSX|14.18|8.98||
MXHSX|13.93|8.87||
MXLOX|14.10|8.96||
MXSYX|13.67|8.75||
MXSZX|13.53|8.64||
MXLPX|13.73|8.78||
MXTDX|1.57|2.76|4.84|3.90
MXSDX|1.68|2.93|5.04|4.13
MXSGX|33.63|16.70|22.77|6.43
MXSIX|20.91|13.31|18.90|6.53
MXTQX|18.08|11.96|18.50|6.53
MXEQX|18.44|12.28|18.82|6.80
MXTMX|27.52|13.82|23.56|10.39
MXMGX|27.92|14.05|23.84|10.65
MXGBX|-2.26|3.76|6.55|7.34
MXGMX|0.04|2.69|3.96|4.19
GCBLX|15.46|10.18|13.29|4.24
GCEQX|22.58|12.96|18.26|5.47
GCC|-0.22|0.51|0.66|
GRSPX|12.99|8.05|10.63|6.87
CGFAX|18.15|11.59|17.68|7.12
CGFBX|19.35|11.86|17.91|6.87
CGFCX|23.36|12.93|18.14|6.88
CGFEX|25.01|13.52|18.76|7.43
CGFFX|25.62|14.06|19.33|7.93
AGTHX|18.22|11.66|17.73|7.17
AGRBX|19.50|11.97|18.04|7.00
GFACX|23.45|12.98|18.21|6.95
GFAFX|25.41|13.89|19.16|7.81
GFFFX|25.76|14.18|19.45|7.96
RGAAX|24.50|13.05|18.27|6.98
RGABX|24.58|13.10|18.31|7.01
RGACX|25.08|13.56|18.81|7.49
RGAEX|25.44|13.90|19.16|7.80
RGAFX|25.83|14.25|19.52|8.12
RGAGX|25.89|14.30|19.54|7.98
GSC|-0.22|-2.82|-2.48|
FXA|0.02|-1.88|-2.33|
FXB|0.02|-0.83|-0.80|
FXC|0.02|-4.62|-4.69|
FXCH|0.02|1.67|0.33|
FXE|0.02|-1.99|-2.17|
FXY|0.02|3.04|3.02|
FXSG|0.02|0.48|-1.26|
FXS|0.02|-1.65|-1.88|
FXF|0.02|-1.66|-1.83|
GGBYX|17.25|10.44|17.82|6.38
GGBZX|17.05|10.24|17.65|6.23
GGIYX|7.05|7.02|12.63|5.95
GGIZX|6.89|6.87|12.45|5.79
GFIYX|2.59|4.00|7.46|4.19
GFIZX|2.41|3.82|7.29|4.02
GDMYX|12.97|||
GDMZX|12.72|||
GEMYX||||
GEMZX||||
GEQYX|21.34|14.08|19.19|6.68
GEQZX|21.17|13.91|19.00|6.51
GEDYX|-0.42|8.99|12.96|7.85
GEDZX|-0.63|8.76|12.75|7.66
GFLZX||||
GGBFX|0.07|5.27|12.40|
GNRZX||||
GCOYX|12.02|8.79|15.30|6.28
GCOZX|11.75|8.58|15.11|6.10
GGEYX|25.78|14.80|21.69|7.09
GGEZX|25.52|14.58|21.51|6.94
GIPZX|-6.18|3.48||
GIEYX|9.30|4.27|14.17|6.27
GIEZX|9.09|4.05|13.94|6.06
GLDYX|0.33|2.01|4.13|3.27
GLDZX|0.06|1.79|3.94|3.08
GMDYX|-0.03|4.43|7.62|5.30
GMDZX|-0.24|4.27|7.48|5.16
GMYXX||||
GMZXX||||
GMIZX|4.06|5.35|10.65|
GMTZX|6.73|6.98|13.59|
GMWZX|9.77|8.30|15.94|
GMHZX|13.33|9.39|17.30|
GMFZX|14.50|9.64|17.81|
GMGZX|14.52|||
GRAZX||||
GREZX|-1.99|7.53|21.23|
GSCYX|27.08|15.91|23.16|7.99
GSCZX|26.74|15.65|22.91|7.82
GVEYX|22.51|14.17|18.72|6.94
GVEZX|22.12|13.87|18.44|6.72
GAAEX|47.29|-9.09|-1.84|
IASMX|-14.80|-8.54|12.98|6.57
GAADX|-9.65|0.14|16.52|
ICHKX|-3.12|-6.26|14.85|8.50
GAGEX|11.25|0.10|16.40|
IWIRX|33.69|14.64|24.38|9.74
GAINX|18.30|||
GARBX|5.17|||
HIGGX|5.82|1.92|14.37|5.33
HITGX|6.06|2.16|14.62|5.53
HRBDX|-0.33|3.70|6.61|5.41
HABDX|-0.07|3.97|6.88|5.69
HRCAX|31.19|15.88|20.15|8.00
HACAX|31.53|16.17|20.45|8.28
HCAIX|31.02|15.74|20.01|7.86
HCMRX|-16.74|-6.79|6.88|
HACMX|-16.49|-6.55|7.13|
HRCSX|10.95|||
HACSX|11.32|||
HICSX|10.92|||
HREDX|-12.50|||
HAEDX|-12.28|||
HREMX||||
HAEMX||||
HIEEX||||
HRGAX|29.21|12.17||
HGGAX|29.58|12.45||
HGGIX|29.06|12.02||
HRGVX|23.27|6.00|16.90|
HAGVX|23.66|6.24|17.17|
HIGVX|23.16|5.86|16.73|
HYFRX|5.23|6.63|11.35|6.72
HYFAX|5.44|6.89|11.60|6.97
HYFIX|5.01|6.47|11.19|6.56
HRINX|7.65|5.32|15.98|8.90
HAINX|7.92|5.58|16.28|9.18
HIINX|7.50|5.19|15.84|8.75
HRIGX|4.25|2.62|12.75|5.30
HAIGX|4.63|2.89|13.03|5.56
HIIGX|4.16|2.47|12.58|5.16
HRLVX|18.26|14.17|16.32|6.27
HAVLX|18.53|14.49|16.62|6.53
HILVX|18.12|14.03|16.16|6.12
HRMGX|26.93|12.86|20.58|8.89
HAMGX|27.18|13.15|20.89|9.12
HIMGX|26.63|12.70|20.42|8.73
HRMVX|30.44|15.81|24.46|8.53
HAMVX|30.78|16.11|24.75|8.75
HIMVX|30.28|15.65|24.28|8.39
HRMXX||||
HARXX||||
HRRRX|-7.03|3.56|5.92|
HARRX|-6.75|3.82|6.22|
HRSGX|30.94|14.01|23.13|8.88
HASGX|31.17|14.20|23.40|9.13
HISGX|30.74|13.80|22.94|8.71
HRSOX||||
HASOX||||
HISOX||||
HSVRX|21.68|13.55|20.29|8.09
HASCX|21.98|13.83|20.59|8.33
HISVX|21.54|13.41|20.14|7.92
HAIIX|3.11|5.65|9.64|
HARDX|3.10|5.67|9.66|
HARFX|3.11|5.65|9.64|
HARHX|4.85|6.27|10.83|
HARGX|4.85|6.27|10.83|
HARIX|4.85|6.27|10.83|
HARKX|5.92|6.67|11.76|
HARJX|5.82|6.63|11.75|
HARLX|5.92|6.67|11.75|
HARNX|7.05|6.82|12.83|
HARMX|7.05|6.82|12.83|
HAROX|7.05|6.82|12.83|
HARQX|8.95|7.45|14.11|
HARPX|8.94|7.41|14.11|
HARTX|8.95|7.45|14.11|
HARVX|10.93|8.15|15.15|
HARUX|11.01|8.18|15.16|
HARWX|10.93|8.15|15.15|
HARZX|13.09|8.67|16.11|
HARYX|13.10|8.70|16.12|
HABBX|13.09|8.67|16.11|
HADDX|14.95|9.24|16.91|
HACCX|15.03|9.26|16.93|
HAEEX|14.95|9.24|16.91|
HAGGX|16.54|9.82|17.29|
HAFFX|16.56|9.80|17.27|
HAHHX|16.54|9.82|17.29|
HARBX|2.66|5.59|8.32|
HARAX|2.55|5.59|8.32|
HARCX|2.66|5.59|8.32|
HRUBX|-1.65|2.92||
HAUBX|-1.40|3.21||
HLEMX|-4.73|0.92|16.30|10.88
HLFMX|10.97|4.29|17.04|
HLMOX|10.45|3.88|16.66|
HLMGX|10.22|7.09|16.56|7.65
HLMVX|10.49|7.34|16.79|7.75
HLMEX|-4.51|1.12|16.51|
HLMIX|4.41|4.56|16.42|7.88
HLMNX|4.05|4.16|16.07|7.58
HLMRX|14.85|9.20|24.43|
HLMSX|14.69|8.96|24.26|
OAKBX|16.46|9.29|12.17|7.89
OARBX|16.08|8.94|11.82|7.55
OAKMX|24.93|16.64|23.85|8.25
OARMX|24.59|16.30|23.48|7.93
OAKGX|21.54|10.75|19.12|8.77
OARGX|21.16|10.37|18.72|8.40
OAKWX|20.07|12.91|22.54|
OAKIX|16.79|10.54|22.56|9.76
OARIX|16.41|10.14|22.14|9.40
OAKEX|18.41|6.90|22.87|9.62
OAREX|18.05|6.60|22.51|9.41
OAKLX|25.63|17.46|25.80|7.18
OARLX|25.22|17.09|25.44|6.89
HGWAX|19.09|9.26|17.25|5.35
HGWBX|20.05|9.65|17.51|5.18
HGWCX|24.07|10.55|17.74|5.19
HGWJX|26.26|11.61|18.94|6.19
HGWRX|25.71|11.06|18.30|5.67
HGWSX|26.04|11.40|18.66|5.98
HGWUX|26.42|11.73|18.91|6.16
HGWYX|26.57|11.87|19.16|6.46
HGOAX|18.46|11.39|18.36|8.18
HGOBX|19.39|11.84|18.61|7.97
HGOCX|23.45|12.70|18.84|8.02
HGOIX|25.68|13.82|20.05|8.84
HGORX|25.02|13.23|19.41|8.36
HGOSX|25.39|13.56|19.78|8.62
HGOTX|25.77|13.91|20.13|8.84
HGOYX|25.90|14.01|20.25|9.31
HTNAX|-6.56|3.25|5.13|1.87
HTNBX|-7.58|3.14|4.99|1.59
HTNCX|-3.76|4.05|5.32|1.59
HTNIX|-1.91|5.09|6.35|2.53
HTNYX|-1.90|5.10|6.38|2.55
HSLAX|24.22|14.85|24.08|7.65
HSLBX|25.44|15.41|24.44|7.52
HSLCX|29.55|16.19|24.55|7.43
HSLIX|31.92|17.42|25.81|8.42
HSLRX|31.19|16.81|25.18|7.98
HSLSX|31.60|17.17|25.54|8.26
HSLTX|32.00|17.52|25.92|8.49
HSLYX|32.12|17.62|26.02|8.69
HVOAX|14.03|9.58|20.78|6.09
HVOBX|14.74|10.01|21.08|5.96
HVOCX|18.75|10.84|21.24|5.89
HVOIX|21.00|11.98|22.47|6.70
HVORX|20.44|11.46|21.86|6.27
HVOSX|20.77|11.80|22.22|6.50
HVOTX|21.07|12.11|22.58|6.73
HVOYX|21.20|12.10|22.61|7.09
HBAAX|-0.27|3.53|11.10|
HBABX|-0.28|3.72|11.20|
HBACX|3.73|4.71|11.52|
HBAIX|5.88|5.83|12.68|
HBARX|5.15|5.12|11.96|
HBASX|5.51|5.47|12.32|
HBATX|5.81|5.78|12.67|
ITTAX|7.83|7.03|14.06|4.75
IHABX|8.16|7.28|14.17|4.49
HAFCX|12.34|8.30|14.52|4.60
ITTRX|13.84|8.84|15.11|5.09
ITTSX|14.23|9.15|15.43|5.38
ITTTX|14.60|9.49|15.80|5.61
IHAYX|14.66|9.55|15.89|5.80
HBLAX|2.35|8.17|13.00|
HBLBX|3.31|8.99|13.45|
HBLCX|6.50|9.44|13.45|
HBLIX|8.57|10.51|14.51|
HBLRX|8.11|9.94|13.98|
HBLSX|8.30|10.25|14.29|
HBLTX|8.65|10.55|14.52|
HBLYX|8.68|10.79|14.77|
ITHAX|22.13|8.69|18.09|7.45
IHCAX|23.14|8.99|18.25|7.20
HCACX|27.32|9.97|18.59|7.30
ITHIX|29.66|11.09|19.79|8.30
ITHRX|28.87|10.47|19.12|7.77
ITHSX|29.27|10.81|19.49|8.09
ITHTX|29.64|11.14|19.86|8.31
HCAYX|29.81|11.25|19.98|8.55
HCTAX|18.90|8.96|18.79|
HCTBX|19.78|9.33|18.99|
HFCCX|23.76|10.22|19.27|
HCTIX|26.10|11.33|20.49|
HCTRX|25.62|10.84|19.87|
HCTSX|25.97|11.19|20.24|
HCTTX|26.11|11.37|20.52|
HCTYX|26.23|11.47|20.64|
HCKAX|9.79|7.29|13.29|
HCKBX|10.18|7.58|13.43|
HCKCX|14.18|8.48|13.70|
HCKIX|16.44|9.60|14.88|
HCKRX|15.72|8.97|14.18|
HCKSX|16.07|9.29|14.52|
HCKTX|16.34|9.58|14.87|
HCVAX|-5.78|1.53|8.51|
HCVBX|-5.84|1.68|8.58|
HCVCX|-1.92|2.70|8.95|
HCVIX|0.00|3.74|10.04|
HCVRX|-0.60|3.10|9.34|
HCVSX|-0.32|3.39|9.69|
HCVTX|-0.02|3.74|10.03|
HAIAX|18.20|12.68|17.31|5.85
HGIBX|19.19|13.19|17.61|5.72
HGICX|23.23|14.01|17.76|5.68
HGIRX|24.87|14.65|18.44|6.22
HGISX|25.25|14.98|18.72|6.50
HGITX|25.60|15.34|19.12|6.74
HGIYX|25.72|15.38|19.19|6.96
HDVAX|2.68|2.41|12.99|
HDVBX|3.05|2.72|13.26|
HDVCX|7.03|3.64|13.48|
HDVIX|9.18|4.82|14.76|
HDVRX|8.49|4.15|14.06|
HDVSX|8.88|4.45|14.38|
HDVTX|9.17|4.79|14.70|
HDVYX|9.22|4.84|14.77|
IHGIX|13.95|10.03|15.82|7.01
ITDGX|14.49|10.31|15.90|6.69
HDGCX|18.65|11.30|16.26|6.83
HDGIX|20.80|12.40|17.46|7.85
HDGRX|20.18|11.80|16.82|7.31
HDGSX|20.55|12.14|17.18|7.64
HDGTX|20.95|12.49|17.54|7.87
HDGYX|21.05|12.59|17.66|8.09
HABEX||||
HABGX||||
HABHX||||
HABJX||||
HABKX||||
HABLX||||
HABIX||||
HLDAX|-15.48|||
HLDCX|-12.99|||
HLDIX|-11.28|||
HLDRX|-11.77|||
HLDSX|-11.51|||
HLDTX|-11.33|||
HLDYX|-11.23|||
HERAX|-11.54|||
HERCX|-7.83|||
HERIX|-5.90|||
HERRX|-6.48|||
HERSX|-6.30|||
HERTX|-5.92|||
HERYX|-5.89|||
HQIAX|11.31|11.79|16.79|7.41
HQIBX|12.34|12.32|17.04|7.19
HQICX|15.94|13.10|17.27|7.26
HQIIX|18.18|14.24|18.44|8.24
HQIRX|17.41|13.55|17.73|7.70
HQISX|17.81|13.87|18.09|8.01
HQITX|18.15|14.26|18.49|8.26
HQIYX|18.21|14.37|18.59|8.50
HFLAX|1.41|3.75|11.00|
HFLBX|-1.38|3.03|10.51|
HFLCX|2.66|4.00|10.81|
HFLIX|4.82|5.07|11.98|
HFLRX|4.12|4.50|11.35|
HFLSX|4.52|4.78|11.63|
HFLTX|4.71|5.01|11.90|
HFLYX|4.78|5.12|11.99|
HFHAX|2.78|||
HFHCX|4.17|||
HFHIX|6.32|||
HFHRX|5.65|||
HFHSX|5.97|||
HFHTX|6.29|||
HFHYX|6.29|||
HLAAX|0.44|1.80||
HLACX|4.56|2.96||
HLAIX|6.54|3.99||
HLARX|6.04|3.45||
HLASX|6.35|3.76||
HLATX|6.60|4.03||
HLAYX|6.66|4.02||
HAPAX|-8.71|||
HAPCX|-5.06|||
HAPIX|-3.10|||
HAPRX|-3.70|||
HAPSX|-3.50|||
HAPTX|-3.20|||
HAPYX|-3.10|||
HALAX|17.82|8.58|16.18|4.36
HGLBX|18.79|9.00|16.48|4.22
HGLCX|22.80|9.84|16.63|4.17
HALRX|24.54|10.52|17.30|4.72
HALSX|24.87|10.84|17.58|4.97
